id_ato_linkado,pdf,status_validacao,motivo_falha
624-R54,DODF 215 18-11-2021 INTEGRA.pdf,validado,
624-R55,DODF 215 18-11-2021 INTEGRA.pdf,validado,
624-R56,DODF 215 18-11-2021 INTEGRA.pdf,validado,
624-R57,DODF 215 18-11-2021 INTEGRA.pdf,validado,
624-R58,DODF 215 18-11-2021 INTEGRA.pdf,validado,
624-R59,DODF 215 18-11-2021 INTEGRA.pdf,validado,
624-R60,DODF 215 18-11-2021 INTEGRA.pdf,validado,
624-R61,DODF 215 18-11-2021 INTEGRA.pdf,validado,
624-R62,DODF 215 18-11-2021 INTEGRA.pdf,validado,
624-R63,DODF 215 18-11-2021 INTEGRA.pdf,validado,
624-R64,DODF 215 18-11-2021 INTEGRA.pdf,validado,
624-R65,DODF 215 18-11-2021 INTEGRA.pdf,validado,
624-R66,DODF 215 18-11-2021 INTEGRA.pdf,validado,
624-R67,DODF 215 18-11-2021 INTEGRA.pdf,validado,
624-R68,DODF 215 18-11-2021 INTEGRA.pdf,validado,
624-R69,DODF 215 18-11-2021 INTEGRA.pdf,validado,
624-R70,DODF 215 18-11-2021 INTEGRA.pdf,validado,
624-R71,DODF 215 18-11-2021 INTEGRA.pdf,validado,
624-R72,DODF 215 18-11-2021 INTEGRA.pdf,validado,
624-R73,DODF 215 18-11-2021 INTEGRA.pdf,validado,
624-R74,DODF 215 18-11-2021 INTEGRA.pdf,validado,
624-R75,DODF 215 18-11-2021 INTEGRA.pdf,validado,
624-R76,DODF 215 18-11-2021 INTEGRA.pdf,validado,
624-R77,DODF 215 18-11-2021 INTEGRA.pdf,validado,
624-R78,DODF 215 18-11-2021 INTEGRA.pdf,validado,
624-R79,DODF 215 18-11-2021 INTEGRA.pdf,validado,
624-R80,DODF 215 18-11-2021 INTEGRA.pdf,validado,
624-R81,DODF 215 18-11-2021 INTEGRA.pdf,validado,
624-R82,DODF 215 18-11-2021 INTEGRA.pdf,validado,
624-R83,DODF 215 18-11-2021 INTEGRA.pdf,validado,
624-R84,DODF 215 18-11-2021 INTEGRA.pdf,validado,
624-R85,DODF 215 18-11-2021 INTEGRA.pdf,validado,
624-R90,DODF 215 18-11-2021 INTEGRA.pdf,validado,
625-R107,DODF 121 30-06-2021 INTEGRA.pdf,validado,
625-R131,DODF 222 22-11-2018 INTEGRA.pdf,validado,
625-R133,DODF 207 30-10-2019 INTEGRA.pdf,validado,
625-R137,DODF 184 29-09-2021 INTEGRA.pdf,validado,
625-R138,DODF 044 07-03-2022 INTEGRA.pdf,validado,
625-R141,DODF 227 29-11-2019 INTEGRA.pdf,validado,
625-R160,DODF 233 15-12-2021 INTEGRA.pdf,validado,
625-R164,DODF 233 15-12-2021 INTEGRA.pdf,validado,
625-R165,DODF 233 15-12-2021 INTEGRA.pdf,validado,
625-R191,DODF 233 15-12-2021 INTEGRA.pdf,validado,
625-R199,DODF 029 09-02-2018 INTEGRA.pdf,validado,
625-R202,DODF 233 15-12-2021 INTEGRA.pdf,validado,
625-R205,DODF 245 27-12-2018 INTEGRA.pdf,validado,
625-R90,DODF 236 12-12-2019 INTEGRA.pdf,validado,
625-R95,DODF 233 15-12-2021 INTEGRA.pdf,validado,
626-R103,DODF 236 20-12-2021 INTEGRA.pdf,validado,
626-R106,DODF 207 30-10-2019 INTEGRA.pdf,validado,
626-R121,DODF 102 31-05-2019 INTEGRA.pdf,validado,
626-R124,DODF 207 30-10-2019 INTEGRA.pdf,validado,
626-R126,DODF 236 20-12-2021 INTEGRA.pdf,validado,
626-R140,DODF 236 20-12-2021 INTEGRA.pdf,validado,
626-R161,DODF 236 20-12-2021 INTEGRA.pdf,validado,
626-R163,DODF 236 20-12-2021 INTEGRA.pdf,validado,
626-R164,DODF 236 20-12-2021 INTEGRA.pdf,validado,
626-R168,DODF 236 20-12-2021 INTEGRA.pdf,validado,
626-R169,DODF 236 20-12-2021 INTEGRA.pdf,validado,
626-R170,DODF 236 20-12-2021 INTEGRA.pdf,validado,
626-R171,DODF 236 20-12-2021 INTEGRA.pdf,validado,
626-R84,DODF 236 20-12-2021 INTEGRA.pdf,validado,
626-R85,DODF 236 20-12-2021 INTEGRA.pdf,validado,
626-R86,DODF 236 20-12-2021 INTEGRA.pdf,validado,
627-R100,DODF 126 07-07-2021 INTEGRA.pdf,validado,
627-R101,DODF 126 07-07-2021 INTEGRA.pdf,validado,
627-R107,DODF 126 07-07-2021 INTEGRA.pdf,validado,
627-R108,DODF 126 07-07-2021 INTEGRA.pdf,validado,
627-R109,DODF 126 07-07-2021 INTEGRA.pdf,validado,
627-R110,DODF 126 07-07-2021 INTEGRA.pdf,validado,
627-R111,DODF 126 07-07-2021 INTEGRA.pdf,validado,
627-R112,DODF 126 07-07-2021 INTEGRA.pdf,validado,
627-R113,DODF 126 07-07-2021 INTEGRA.pdf,validado,
627-R114,DODF 143 30-07-2021 INTEGRA.pdf,validado,
627-R129,DODF 029 09-02-2018 INTEGRA.pdf,validado,
627-R63,DODF 126 07-07-2021 INTEGRA.pdf,validado,
627-R64,DODF 235 17-12-2021 INTEGRA.pdf,validado,
627-R65,DODF 235 17-12-2021 INTEGRA.pdf,validado,
627-R68,DODF 011 16-01-2019 INTEGRA.pdf,validado,
627-R69,DODF 236 20-12-2021 INTEGRA.pdf,validado,
627-R79,DODF 126 07-07-2021 INTEGRA.pdf,validado,
627-R81,DODF 245 27-12-2018 INTEGRA.pdf,validado,
627-R83,DODF 227 29-11-2019 INTEGRA.pdf,validado,
627-R84,DODF 126 07-07-2021 INTEGRA.pdf,validado,
627-R89,DODF 226 28-11-2019 INTEGRA.pdf,validado,
627-R90,DODF 126 07-07-2021 INTEGRA.pdf,validado,
627-R91,DODF 126 07-07-2021 INTEGRA.pdf,validado,
627-R98,DODF 235 17-12-2021 INTEGRA.pdf,validado,
627-R99,DODF 232 14-12-2021 INTEGRA.pdf,validado,
628-R102,DODF 019 27-01-2022 INTEGRA.pdf,validado,
628-R103,DODF 019 27-01-2022 INTEGRA.pdf,validado,
628-R104,DODF 236 12-12-2019 INTEGRA.pdf,validado,
628-R105,DODF 019 27-01-2022 INTEGRA.pdf,validado,
628-R106,DODF 019 27-01-2022 INTEGRA.pdf,validado,
628-R107,DODF 019 27-01-2022 INTEGRA.pdf,validado,
628-R108,DODF 019 27-01-2022 INTEGRA.pdf,validado,
628-R109,DODF 019 27-01-2022 INTEGRA.pdf,validado,
628-R110,DODF 019 27-01-2022 INTEGRA.pdf,validado,
628-R111,DODF 019 27-01-2022 INTEGRA.pdf,validado,
628-R112,DODF 019 27-01-2022 INTEGRA.pdf,validado,
628-R113,DODF 019 27-01-2022 INTEGRA.pdf,validado,
628-R114,DODF 019 27-01-2022 INTEGRA.pdf,validado,
628-R115,DODF 019 27-01-2022 INTEGRA.pdf,validado,
628-R116,DODF 019 27-01-2022 INTEGRA.pdf,validado,
628-R117,DODF 019 27-01-2022 INTEGRA.pdf,validado,
628-R118,DODF 019 27-01-2022 INTEGRA.pdf,validado,
628-R124,DODF 115 19-06-2019 INTEGRA.pdf,validado,
628-R125,DODF 115 19-06-2019 INTEGRA.pdf,validado,
628-R126,DODF 115 19-06-2019 INTEGRA.pdf,validado,
628-R127,DODF 115 19-06-2019 INTEGRA.pdf,validado,
628-R128,DODF 236 20-12-2021 INTEGRA.pdf,validado,
628-R129,DODF 245 27-12-2018 INTEGRA.pdf,validado,
628-R130,DODF 245 27-12-2018 INTEGRA.pdf,validado,
628-R131,DODF 123 02-07-2021 INTEGRA.pdf,validado,
628-R132,DODF 115 19-06-2019 INTEGRA.pdf,validado,
628-R133,DODF 236 20-12-2021 INTEGRA.pdf,validado,
628-R134,DODF 123 02-07-2021 INTEGRA.pdf,validado,
628-R135,DODF 236 20-12-2021 INTEGRA.pdf,validado,
628-R136,DODF 123 02-07-2021 INTEGRA.pdf,validado,
628-R137,DODF 123 02-07-2021 INTEGRA.pdf,validado,
628-R138,DODF 115 19-06-2019 INTEGRA.pdf,validado,
628-R139,DODF 236 20-12-2021 INTEGRA.pdf,validado,
628-R140,DODF 115 19-06-2019 INTEGRA.pdf,validado,
628-R141,DODF 245 27-12-2018 INTEGRA.pdf,validado,
628-R142,DODF 115 19-06-2019 INTEGRA.pdf,validado,
628-R143,DODF 115 19-06-2019 INTEGRA.pdf,validado,
628-R144,DODF 236 20-12-2021 INTEGRA.pdf,validado,
628-R145,DODF 123 02-07-2021 INTEGRA.pdf,validado,
628-R146,DODF 123 02-07-2021 INTEGRA.pdf,validado,
628-R147,DODF 236 20-12-2021 INTEGRA.pdf,validado,
628-R148,DODF 236 20-12-2021 INTEGRA.pdf,validado,
628-R151,DODF 019 27-01-2022 INTEGRA.pdf,validado,
628-R152,DODF 019 27-01-2022 INTEGRA.pdf,validado,
628-R153,DODF 222 22-11-2018 INTEGRA.pdf,validado,
628-R156,DODF 107 10-06-2021 INTEGRA.pdf,validado,
628-R158,DODF 238 16-12-2019 INTEGRA.pdf,validado,
628-R162,DODF 236 12-12-2019 INTEGRA.pdf,validado,
628-R163,DODF 236 20-12-2021 INTEGRA.pdf,validado,
628-R171,DODF 143 30-07-2021 INTEGRA.pdf,validado,
628-R172,DODF 113 18-06-2021 INTEGRA.pdf,validado,
628-R181,DODF 126 07-07-2021 INTEGRA.pdf,validado,
628-R183,DODF 044 07-03-2022 INTEGRA.pdf,validado,
628-R189,DODF 195 11-10-2019 INTEGRA.pdf,validado,
628-R191,DODF 029 09-02-2018 INTEGRA.pdf,validado,
628-R203,DODF 227 29-11-2019 INTEGRA.pdf,validado,
628-R204,DODF 029 09-02-2018 INTEGRA.pdf,validado,
628-R222,DODF 193 09-10-2019 INTEGRA.pdf,validado,
628-R93,DODF 019 27-01-2022 INTEGRA.pdf,validado,
628-R96,DODF 195 11-10-2019 INTEGRA.pdf,validado,
629-R101,DODF 110 15-06-2021 INTEGRA.pdf,validado,
629-R103,DODF 173 14-09-2021 INTEGRA.pdf,validado,
629-R109,DODF 231 06-12-2018 INTEGRA.pdf,validado,
629-R110,DODF 222 22-11-2018 INTEGRA.pdf,validado,
629-R111,DODF 222 22-11-2018 INTEGRA.pdf,validado,
629-R112,DODF 143 30-07-2021 INTEGRA.pdf,validado,
629-R117,DODF 195 11-10-2019 INTEGRA.pdf,validado,
629-R118,DODF 195 11-10-2019 INTEGRA.pdf,validado,
629-R119,DODF 222 22-11-2018 INTEGRA.pdf,validado,
629-R120,DODF 143 30-07-2021 INTEGRA.pdf,validado,
629-R121,DODF 143 30-07-2021 INTEGRA.pdf,validado,
629-R136,DODF 195 11-10-2019 INTEGRA.pdf,validado,
629-R138,DODF 232 14-12-2021 INTEGRA.pdf,validado,
629-R141,DODF 226 06-12-2021 INTEGRA.pdf,validado,
629-R142,DODF 226 06-12-2021 INTEGRA.pdf,validado,
629-R77,DODF 143 30-07-2021 INTEGRA.pdf,validado,
629-R78,DODF 195 11-10-2019 INTEGRA.pdf,validado,
629-R80,DODF 222 22-11-2018 INTEGRA.pdf,validado,
630-R100,DODF 226 06-12-2021 INTEGRA.pdf,validado,
630-R103,DODF 226 06-12-2021 INTEGRA.pdf,validado,
630-R107,DODF 233 15-12-2021 INTEGRA.pdf,validado,
630-R110,DODF 226 06-12-2021 INTEGRA.pdf,validado,
630-R114,DODF 102 31-05-2019 INTEGRA.pdf,validado,
630-R122,DODF 226 06-12-2021 INTEGRA.pdf,validado,
630-R124,DODF 071 15-04-2019 INTEGRA.pdf,validado,
630-R126,DODF 055 22-03-2022 INTEGRA.pdf,validado,
630-R128,DODF 236 12-12-2019 INTEGRA.pdf,validado,
630-R129,DODF 226 06-12-2021 INTEGRA.pdf,validado,
630-R65,DODF 226 06-12-2021 INTEGRA.pdf,validado,
630-R66,DODF 226 06-12-2021 INTEGRA.pdf,validado,
630-R68,DODF 226 06-12-2021 INTEGRA.pdf,validado,
630-R69,DODF 226 06-12-2021 INTEGRA.pdf,validado,
630-R71,DODF 222 22-11-2018 INTEGRA.pdf,validado,
630-R79,DODF 245 27-12-2018 INTEGRA.pdf,validado,
630-R82,DODF 226 06-12-2021 INTEGRA.pdf,validado,
630-R85,DODF 113 18-06-2021 INTEGRA.pdf,validado,
630-R87,DODF 195 11-10-2019 INTEGRA.pdf,validado,
630-R93,DODF 226 06-12-2021 INTEGRA.pdf,validado,
630-R96,DODF 224 02-12-2021 INTEGRA.pdf,validado,
630-R98,DODF 222 22-11-2018 INTEGRA.pdf,validado,
630-R99,DODF 044 07-03-2022 INTEGRA.pdf,validado,
631-R13,DODF 011 17-01-2022 INTEGRA.pdf,validado,
631-R15,DODF 011 17-01-2022 INTEGRA.pdf,validado,
631-R16,DODF 011 17-01-2022 INTEGRA.pdf,validado,
631-R160,DODF 238 16-12-2019 INTEGRA.pdf,validado,
631-R17,DODF 011 17-01-2022 INTEGRA.pdf,validado,
631-R174,DODF 227 29-11-2019 INTEGRA.pdf,validado,
631-R175,DODF 232 14-12-2021 INTEGRA.pdf,validado,
631-R176,DODF 232 14-12-2021 INTEGRA.pdf,validado,
631-R177,DODF 094 21-05-2019 INTEGRA.pdf,validado,
631-R178,DODF 236 20-12-2021 INTEGRA.pdf,validado,
631-R18,DODF 011 17-01-2022 INTEGRA.pdf,validado,
631-R21,DODF 115 19-06-2019 INTEGRA.pdf,validado,
631-R26,DODF 195 11-10-2019 INTEGRA.pdf,validado,
631-R27,DODF 115 19-06-2019 INTEGRA.pdf,validado,
631-R31,DODF 184 29-09-2021 INTEGRA.pdf,validado,
631-R37,DODF 117 24-06-2021 INTEGRA.pdf,validado,
631-R38,DODF 195 11-10-2019 INTEGRA.pdf,validado,
631-R41,DODF 115 19-06-2019 INTEGRA.pdf,validado,
631-R43,DODF 244 24-12-2019 INTEGRA.pdf,validado,
631-R44,DODF 055 22-03-2022 INTEGRA.pdf,validado,
631-R45,DODF 107 10-06-2021 INTEGRA.pdf,validado,
631-R48,DODF 113 18-06-2021 INTEGRA.pdf,validado,
631-R49,DODF 053 18-03-2022 INTEGRA.pdf,validado,
631-R51,DODF 011 17-01-2022 INTEGRA.pdf,validado,
631-R53,DODF 215 18-11-2021 INTEGRA.pdf,validado,
631-R56,DODF 236 12-12-2019 INTEGRA.pdf,validado,
631-R57,DODF 236 12-12-2019 INTEGRA.pdf,validado,
631-R58,DODF 011 17-01-2022 INTEGRA.pdf,validado,
631-R59,DODF 235 17-12-2021 INTEGRA.pdf,validado,
631-R61,DODF 011 17-01-2022 INTEGRA.pdf,validado,
631-R62,DODF 011 17-01-2022 INTEGRA.pdf,validado,
631-R63,DODF 011 17-01-2022 INTEGRA.pdf,validado,
631-R65,DODF 011 17-01-2022 INTEGRA.pdf,validado,
631-R66,DODF 011 17-01-2022 INTEGRA.pdf,validado,
631-R67,DODF 011 17-01-2022 INTEGRA.pdf,validado,
631-R68,DODF 011 17-01-2022 INTEGRA.pdf,validado,
631-R69,DODF 011 17-01-2022 INTEGRA.pdf,validado,
631-R71,DODF 011 17-01-2022 INTEGRA.pdf,validado,
631-R73,DODF 011 17-01-2022 INTEGRA.pdf,validado,
631-R74,DODF 121 30-06-2021 INTEGRA.pdf,validado,
631-R75,DODF 011 17-01-2022 INTEGRA.pdf,validado,
631-R76,DODF 011 17-01-2022 INTEGRA.pdf,validado,
631-R81,DODF 044 07-03-2022 INTEGRA.pdf,validado,
631-R82,DODF 236 20-12-2021 INTEGRA.pdf,validado,
631-R83,DODF 195 11-10-2019 INTEGRA.pdf,validado,
631-R87,DODF 184 29-09-2021 INTEGRA.pdf,validado,
631-R92,DODF 233 15-12-2021 INTEGRA.pdf,validado,
631-R95,DODF 115 19-06-2019 INTEGRA.pdf,validado,
632-R100,DODF 245 27-12-2018 INTEGRA.pdf,validado,
632-R101,DODF 195 11-10-2019 INTEGRA.pdf,validado,
632-R102,DODF 245 27-12-2018 INTEGRA.pdf,validado,
632-R103,DODF 029 09-02-2018 INTEGRA.pdf,validado,
632-R105,DODF 029 09-02-2018 INTEGRA.pdf,validado,
632-R106,DODF 029 09-02-2018 INTEGRA.pdf,validado,
632-R107,DODF 195 11-10-2019 INTEGRA.pdf,validado,
632-R109,DODF 245 27-12-2018 INTEGRA.pdf,validado,
632-R110,DODF 029 09-02-2018 INTEGRA.pdf,validado,
632-R114,DODF 227 29-11-2019 INTEGRA.pdf,validado,
632-R115,DODF 107 10-06-2021 INTEGRA.pdf,validado,
632-R120,DODF 029 09-02-2018 INTEGRA.pdf,validado,
632-R121,DODF 222 22-11-2018 INTEGRA.pdf,validado,
632-R122,DODF 245 27-12-2018 INTEGRA.pdf,validado,
632-R124,DODF 231 06-12-2018 INTEGRA.pdf,validado,
632-R125,DODF 222 22-11-2018 INTEGRA.pdf,validado,
632-R127,DODF 029 09-02-2018 INTEGRA.pdf,validado,
632-R129,DODF 226 06-12-2021 INTEGRA.pdf,validado,
632-R130,DODF 115 19-06-2019 INTEGRA.pdf,validado,
632-R131,DODF 227 29-11-2019 INTEGRA.pdf,validado,
632-R132,DODF 060 29-03-2019 INTEGRA.pdf,validado,
632-R133,DODF 231 06-12-2018 INTEGRA.pdf,validado,
632-R134,DODF 029 09-02-2018 INTEGRA.pdf,validado,
632-R136,DODF 029 09-02-2018 INTEGRA.pdf,validado,
632-R137,DODF 222 22-11-2018 INTEGRA.pdf,validado,
632-R138,DODF 060 29-03-2019 INTEGRA.pdf,validado,
632-R139,DODF 245 27-12-2018 INTEGRA.pdf,validado,
632-R141,DODF 224 26-11-2019 INTEGRA.pdf,validado,
632-R142,DODF 232 14-12-2021 INTEGRA.pdf,validado,
632-R143,DODF 195 11-10-2019 INTEGRA.pdf,validado,
632-R145,DODF 029 09-02-2018 INTEGRA.pdf,validado,
632-R146,DODF 173 14-09-2021 INTEGRA.pdf,validado,
632-R147,DODF 060 29-03-2019 INTEGRA.pdf,validado,
632-R148,DODF 245 27-12-2018 INTEGRA.pdf,validado,
632-R149,DODF 107 10-06-2021 INTEGRA.pdf,validado,
632-R151,DODF 231 06-12-2018 INTEGRA.pdf,validado,
632-R152,DODF 245 27-12-2018 INTEGRA.pdf,validado,
632-R153,DODF 029 09-02-2018 INTEGRA.pdf,validado,
632-R154,DODF 102 01-06-2021 INTEGRA.pdf,validado,
632-R157,DODF 102 01-06-2021 INTEGRA.pdf,validado,
632-R158,DODF 226 06-12-2021 INTEGRA.pdf,validado,
632-R159,DODF 143 30-07-2021 INTEGRA.pdf,validado,
632-R160,DODF 236 20-12-2021 INTEGRA.pdf,validado,
632-R161,DODF 143 30-07-2021 INTEGRA.pdf,validado,
632-R162,DODF 029 09-02-2018 INTEGRA.pdf,validado,
632-R163,DODF 029 09-02-2018 INTEGRA.pdf,validado,
632-R164,DODF 224 26-11-2019 INTEGRA.pdf,validado,
632-R165,DODF 207 30-10-2019 INTEGRA.pdf,validado,
632-R166,DODF 029 09-02-2018 INTEGRA.pdf,validado,
632-R167,DODF 029 09-02-2018 INTEGRA.pdf,validado,
632-R168,DODF 232 14-12-2021 INTEGRA.pdf,validado,
632-R169,DODF 227 29-11-2019 INTEGRA.pdf,validado,
632-R170,DODF 222 22-11-2018 INTEGRA.pdf,validado,
632-R171,DODF 029 09-02-2018 INTEGRA.pdf,validado,
632-R172,DODF 226 06-12-2021 INTEGRA.pdf,validado,
632-R173,DODF 245 27-12-2018 INTEGRA.pdf,validado,
632-R174,DODF 236 20-12-2021 INTEGRA.pdf,validado,
632-R175,DODF 029 09-02-2018 INTEGRA.pdf,validado,
632-R177,DODF 226 06-12-2021 INTEGRA.pdf,validado,
632-R178,DODF 215 18-11-2021 INTEGRA.pdf,validado,
632-R188,DODF 173 14-09-2021 INTEGRA.pdf,validado,
632-R189,DODF 173 14-09-2021 INTEGRA.pdf,validado,
632-R190,DODF 173 14-09-2021 INTEGRA.pdf,validado,
632-R191,DODF 173 14-09-2021 INTEGRA.pdf,validado,
632-R198,DODF 115 19-06-2019 INTEGRA.pdf,validado,
632-R202,DODF 173 14-09-2021 INTEGRA.pdf,validado,
632-R204,DODF 195 11-10-2019 INTEGRA.pdf,validado,
632-R221,DODF 173 14-09-2021 INTEGRA.pdf,validado,
632-R227,DODF 232 14-12-2021 INTEGRA.pdf,validado,
632-R229,DODF 029 09-02-2018 INTEGRA.pdf,validado,
632-R230,DODF 226 06-12-2021 INTEGRA.pdf,validado,
632-R231,DODF 236 20-12-2021 INTEGRA.pdf,validado,
632-R232,DODF 207 30-10-2019 INTEGRA.pdf,validado,
632-R233,DODF 029 09-02-2018 INTEGRA.pdf,validado,
632-R234,DODF 195 11-10-2019 INTEGRA.pdf,validado,
632-R235,DODF 236 20-12-2021 INTEGRA.pdf,validado,
632-R236,DODF 224 26-11-2019 INTEGRA.pdf,validado,
632-R237,DODF 071 15-04-2019 INTEGRA.pdf,validado,
632-R71,DODF 173 14-09-2021 INTEGRA.pdf,validado,
632-R76,DODF 231 06-12-2018 INTEGRA.pdf,validado,
632-R79,DODF 173 14-09-2021 INTEGRA.pdf,validado,
632-R82,DODF 207 30-10-2019 INTEGRA.pdf,validado,
632-R84,DODF 236 20-12-2021 INTEGRA.pdf,validado,
632-R87,DODF 226 06-12-2021 INTEGRA.pdf,validado,
632-R92,DODF 236 20-12-2021 INTEGRA.pdf,validado,
632-R93,DODF 029 09-02-2018 INTEGRA.pdf,validado,
632-R94,DODF 245 27-12-2018 INTEGRA.pdf,validado,
632-R96,DODF 115 19-06-2019 INTEGRA.pdf,validado,
632-R97,DODF 173 14-09-2021 INTEGRA.pdf,validado,
632-R98,DODF 071 15-04-2019 INTEGRA.pdf,validado,
632-R99,DODF 029 09-02-2018 INTEGRA.pdf,validado,
633-R102,DODF 236 20-12-2021 INTEGRA.pdf,validado,
633-R106,DODF 235 17-12-2021 INTEGRA.pdf,validado,
633-R107,DODF 222 22-11-2018 INTEGRA.pdf,validado,
633-R114,DODF 232 14-12-2021 INTEGRA.pdf,validado,
633-R119,DODF 236 12-12-2019 INTEGRA.pdf,validado,
633-R121,DODF 184 29-09-2021 INTEGRA.pdf,validado,
633-R122,DODF 181 24-09-2021 INTEGRA.pdf,validado,
633-R123,DODF 184 29-09-2021 INTEGRA.pdf,validado,
633-R124,DODF 184 29-09-2021 INTEGRA.pdf,validado,
633-R125,DODF 184 29-09-2021 INTEGRA.pdf,validado,
633-R126,DODF 184 29-09-2021 INTEGRA.pdf,validado,
633-R138,DODF 233 15-12-2021 INTEGRA.pdf,validado,
633-R139,DODF 222 22-11-2018 INTEGRA.pdf,validado,
633-R142,DODF 232 14-12-2021 INTEGRA.pdf,validado,
633-R145,DODF 107 10-06-2021 INTEGRA.pdf,validado,
633-R152,DODF 233 15-12-2021 INTEGRA.pdf,validado,
633-R180,DODF 184 29-09-2021 INTEGRA.pdf,validado,
633-R185,DODF 236 20-12-2021 INTEGRA.pdf,validado,
633-R191,DODF 195 11-10-2019 INTEGRA.pdf,validado,
633-R192,DODF 115 19-06-2019 INTEGRA.pdf,validado,
633-R98,DODF 193 09-10-2019 INTEGRA.pdf,validado,
633-R99,DODF 236 20-12-2021 INTEGRA.pdf,validado,
634-R100,DODF 232 14-12-2021 INTEGRA.pdf,validado,
634-R101,DODF 232 14-12-2021 INTEGRA.pdf,validado,
634-R103,DODF 232 14-12-2021 INTEGRA.pdf,validado,
634-R104,DODF 232 14-12-2021 INTEGRA.pdf,validado,
634-R105,DODF 232 14-12-2021 INTEGRA.pdf,validado,
634-R106,DODF 232 14-12-2021 INTEGRA.pdf,validado,
634-R107,DODF 232 14-12-2021 INTEGRA.pdf,validado,
634-R108,DODF 232 14-12-2021 INTEGRA.pdf,validado,
634-R109,DODF 232 14-12-2021 INTEGRA.pdf,validado,
634-R110,DODF 232 14-12-2021 INTEGRA.pdf,validado,
634-R111,DODF 232 14-12-2021 INTEGRA.pdf,validado,
634-R112,DODF 232 14-12-2021 INTEGRA.pdf,validado,
634-R114,DODF 195 11-10-2019 INTEGRA.pdf,validado,
634-R115,DODF 138 24-07-2019 INTEGRA.pdf,validado,
634-R119,DODF 232 14-12-2021 INTEGRA.pdf,validado,
634-R125,DODF 232 14-12-2021 INTEGRA.pdf,validado,
634-R126,DODF 232 14-12-2021 INTEGRA.pdf,validado,
634-R127,DODF 236 12-12-2019 INTEGRA.pdf,validado,
634-R129,DODF 232 14-12-2021 INTEGRA.pdf,validado,
634-R130,DODF 232 14-12-2021 INTEGRA.pdf,validado,
634-R131,DODF 232 14-12-2021 INTEGRA.pdf,validado,
634-R133,DODF 232 14-12-2021 INTEGRA.pdf,validado,
634-R134,DODF 236 12-12-2019 INTEGRA.pdf,validado,
634-R135,DODF 232 14-12-2021 INTEGRA.pdf,validado,
634-R136,DODF 232 14-12-2021 INTEGRA.pdf,validado,
634-R137,DODF 232 14-12-2021 INTEGRA.pdf,validado,
634-R138,DODF 232 14-12-2021 INTEGRA.pdf,validado,
634-R139,DODF 232 14-12-2021 INTEGRA.pdf,validado,
634-R140,DODF 232 14-12-2021 INTEGRA.pdf,validado,
634-R141,DODF 232 14-12-2021 INTEGRA.pdf,validado,
634-R149,DODF 181 24-09-2021 INTEGRA.pdf,validado,
634-R153,DODF 231 06-12-2018 INTEGRA.pdf,validado,
634-R157,DODF 236 12-12-2019 INTEGRA.pdf,validado,
634-R162,DODF 126 07-07-2021 INTEGRA.pdf,validado,
634-R165,DODF 233 15-12-2021 INTEGRA.pdf,validado,
634-R167,DODF 233 15-12-2021 INTEGRA.pdf,validado,
634-R168,DODF 207 30-10-2019 INTEGRA.pdf,validado,
634-R169,DODF 233 15-12-2021 INTEGRA.pdf,validado,
634-R170,DODF 110 15-06-2021 INTEGRA.pdf,validado,
634-R173,DODF 232 14-12-2021 INTEGRA.pdf,validado,
634-R174,DODF 195 11-10-2019 INTEGRA.pdf,validado,
634-R175,DODF 029 09-02-2018 INTEGRA.pdf,validado,
634-R184,DODF 191 08-10-2021 INTEGRA.pdf,validado,
634-R185,DODF 235 17-12-2021 INTEGRA.pdf,validado,
634-R187,DODF 232 14-12-2021 INTEGRA.pdf,validado,
634-R189,DODF 232 14-12-2021 INTEGRA.pdf,validado,
634-R190,DODF 232 14-12-2021 INTEGRA.pdf,validado,
634-R191,DODF 232 14-12-2021 INTEGRA.pdf,validado,
634-R97,DODF 232 14-12-2021 INTEGRA.pdf,validado,
634-R98,DODF 232 14-12-2021 INTEGRA.pdf,validado,
634-R99,DODF 232 14-12-2021 INTEGRA.pdf,validado,
635-R100,DODF 224 02-12-2021 INTEGRA.pdf,validado,
635-R101,DODF 224 02-12-2021 INTEGRA.pdf,validado,
635-R103,DODF 224 02-12-2021 INTEGRA.pdf,validado,
635-R105,DODF 123 02-07-2021 INTEGRA.pdf,validado,
635-R113,DODF 138 24-07-2019 INTEGRA.pdf,validado,
635-R114,DODF 029 09-02-2018 INTEGRA.pdf,validado,
635-R117,DODF 224 02-12-2021 INTEGRA.pdf,validado,
635-R118,DODF 224 02-12-2021 INTEGRA.pdf,validado,
635-R119,DODF 236 20-12-2021 INTEGRA.pdf,validado,
635-R121,DODF 123 02-07-2021 INTEGRA.pdf,validado,
635-R122,DODF 245 27-12-2018 INTEGRA.pdf,validado,
635-R126,DODF 019 27-01-2022 INTEGRA.pdf,validado,
635-R128,DODF 207 30-10-2019 INTEGRA.pdf,validado,
635-R129,DODF 215 18-11-2021 INTEGRA.pdf,validado,
635-R130,DODF 236 20-12-2021 INTEGRA.pdf,validado,
635-R131,DODF 071 15-04-2019 INTEGRA.pdf,validado,
635-R146,DODF 224 02-12-2021 INTEGRA.pdf,validado,
635-R147,DODF 224 02-12-2021 INTEGRA.pdf,validado,
635-R81,DODF 181 24-09-2021 INTEGRA.pdf,validado,
635-R83,DODF 215 18-11-2021 INTEGRA.pdf,validado,
635-R86,DODF 224 02-12-2021 INTEGRA.pdf,validado,
